title,authors,abstract,published,year,url,source,doi
Identifying the Equilibrium Point between Sustainability Goals and Circular Economy Practices in an Industry 4.0 Manufacturing Context Using Eco-Design,"Fernando E. García‐Muiña, Rocío González Sánchez, Anna María Ferrari, Lucrezia Volpi, Martina Pini, Cristina Siligardi, Davide Settembre‐Blundo","For manufacturing companies, the transition to circular business models (CBMs) can be hampered both by the lack of relevant data and by operational tools. Eco-design, associated with Industry 4.0 IoT (Internet of Things) technologies, can be an effective methodological approach in developing products that are consistent with the principles of the circular economy. The reason is that, in the design phase, decisions are made that can significantly influence the degree of sustainability of products during their lifecycle. Therefore, in the manufacturing environment, eco-design represents an innovative approach to include sustainability among the traditional industrial variables such as functionality, aesthetics, quality, and profit. This study aimed to test eco-design as a tool to define the equilibrium point between sustainability and circular economy in the manufacturing environment of ceramic tile production, and to demonstrate how new business opportunities can be created through evolution from a linear to a circular business model, thanks to IoT and Industry 4.0 technologies used as enabling factors. The main result of this paper was the empirical validation in a manufacturing environment of sustainability paradigms through eco-design tools and digital technologies, proposing the circular business model as an operational tool to promote the competitiveness of enterprises.",,2019.0,https://openalex.org/W2967728204,openalex,
METROLOGY ENABLED REFLECTION TRANSFORMATION IMAGING TO RECONSTRUCT LOCAL DETAIL IN MANUFACTURED SURFACES,"Stuart Robson, Lindsay W. MacDonald, Ben Sargeant","Abstract. Understanding the performance of large high performance manufactured structures can require highly accurate dimensional measurement across large volumes with the often conflicting capability to record critical parts of the structure in fine detail. Examples include turbine blades, aircraft wings and off-site manufactured modular structures assembled on-site for city, energy and transport infrastructure. Established large-volume industrial metrology systems such as laser trackers and photogrammetry partially meet the need through the measurement of targets and reflectors, but are limited in capability to record high density local detail needed to capture the finest manufactured features. Whilst large-volume surface sensing is possible with laser radar, photogrammetric pattern projection and contact probing for example, the detail required at a local level typically demands local sensing which generally takes the form of a tracked sensor such as a triangulation laser scanner or hand held touch probe. Local sensing systems face challenges where surfaces have fine detail of similar magnitude to the local sensing system sampling capability and particularly for optical sensors where the light reflected back to the sensor by the surface includes specular reflections compounded by local geometry. This paper investigates how Reflection Transformation Imaging (RTI) with a dome camera and lighting system might be calibrated, characterised and tracked as an alternative technology that is more robust to material surface properties and capable of very fine surface detail capture. Laboratory results demonstrate the capability to characterise and locate the dome to sub-millimetric accuracy within a large-volume tracked space to achieve local surface sampling at the 30 μm × 30 μm level. A method utilising sparse touch probe points to seed conversion of low and high frequency normal maps into a common 3D surface is explored with local agreement with laser tracker surface probe check points to the order of 30 μm.",,2020.0,https://openalex.org/W3048669825,openalex,
Advances in Synergistic Corrosion Mechanisms of and Management Strategies for Impurity Gases During Supercritical CO2 Pipeline Transportation,"Yuying Yan, Weifeng Lyu, Hongwei Yu, Wenfeng Lv, Keqiang Wei, Lichan Jiang","Supercritical CO2 (sCO2) pipeline transport is a critical link for the large-scale implementation of Carbon Capture, Utilization, and Storage (CCUS) technology, yet its safety is severely challenged by residual impurity gases (e.g., H2O, O2, SO2, H2S, and NO2) from the capture process. This review systematically consolidates recent research advances, with the key findings being the following. Firstly, it reveals that the nonlinear synergistic effects among impurities are the primary cause of uncontrolled corrosion, whose destructive impact far exceeds the simple sum of individual effects. Secondly, it delineates the specific roles and critical thresholds of different impurities within the corrosion chain reaction, providing a theoretical basis for targeted control. Consequently, engineering management must enforce strict impurity concentration thresholds integrated with material upgrades and dynamic operational optimization. Future research should focus on developing multi-impurity reaction kinetic models, elucidating long-term corrosion product layer evolution, and establishing standardized experimental systems. This review provides crucial theoretical support for establishing impurity control standards and optimizing anti-corrosion strategies for the safe transport of CO2 in supercritical CCUS pipelines.",,2025.0,https://openalex.org/W4415230659,openalex,
A Conceptual Framework for Planning Road Digital Twins,"Munkhbaatar Buuveibaatar, Ioannis Brilakis, Matt Peck, George Economides, Wonhee Lee","Digital twin (DT) is an emerging technology gaining traction across various industries. However, its development and application in the architecture, engineering, and construction (AEC) industry remain in their early stage, lagging considerably behind other sectors. This is primarily attributed to the challenges facing the AEC industry, including digital transformation and the lack of formal standards for DT implementation. This study aims to contribute to the conceptualization of DT planning—the early stage of the DT lifecycle—focusing on the road transportation sector, particularly road physical twin planning within the AEC industry. To achieve this, we reviewed the relevant literature defining DT planning. We also examined stakeholders’ relevant guidelines and documents from national bodies that roadmap the road DT planning process to understand the scope and identify knowledge gaps. Based on the findings, mapping the existing road planning process to the constituents of road DT planning was performed for the applicable planning steps. Finally, we proposed a five-layered road DT planning framework that will roadmap future implementations comprising data acquisition, data processing, data modeling and algorithms, data analysis and control, and a service layer plus users. In addition, a case study is incorporated to validate the feasibility of the framework toward applying it further in practice.",,2025.0,https://openalex.org/W4406664102,openalex,
"GIS in transportation infrastructure: a systematic review and bibliometric analysis of construction, management, and digital integration","Ha Trung Hieu, Khanh Le","Geographic Information Systems (GIS) have evolved from static mapping tools into integrated platforms supporting the full lifecycle of transportation infrastructure. However, systematic syntheses comparing GIS applications across transportation modes and technological paradigms remain limited. This study presents a systematic review and bibliometric analysis of 3091 Scopus-indexed publications published between 2000 and April 2025. Using co-authorship, co-word, and thematic evolution analyses in VOSviewer and Bibliometrix, five dominant research clusters are identified: GIS-based transportation planning and decision support; environmental pollution and public health impacts; environmental and natural resource management; user mobility behaviour and urban planning; and transportation-related soil pollution and chemical risk assessment. Sectoral analysis reveals strong disparities, with road transportation dominating the literature (65.7%), followed by bridges (7.1%) and railways (4.7%). The results further indicate a clear shift towards integrating GIS with emerging digital technologies, including BIM, IoT, artificial intelligence, and digital twin frameworks, enabling real-time monitoring and data-driven decision support. International collaboration networks highlight the United States and China as central research hubs. The study synthesises these findings into a GIS-enabled framework and identifies critical gaps in multimodal integration, real-time interoperability, and geographic coverage.",,2026.0,https://openalex.org/W7134078755,openalex,
MULTI-SCALE MODELING OF TERRITORIAL DYNAMICS OF GEOSPATIAL ANTHROPOGENIC ENERGY CONSUMPTION,"Ankush Rai, R. Jagadeesh Kannan","The development of any region or territory stems from its own dynamic nature. Distribution and consumption of energy resources are varied territorially which in turn is ruled by the number of anthropogenic activities in association with geospatial localization. Such territorial dynamics necessitate considerable modifications of the energy infrastructure. Thus, the development of a computational multi-scale unified energy consumption model with the usage of geographic information help in automating data analysis processes for sustainable urban planning, allocation of energy saving infrastructures and strategic deployment of the renewable energy resources in order to finely regulate the utilization of energy resources for sustainable energy consumption. But the integration of city-wide energy system models and Geographic Information Systems (GIS) is still in its infancy. Thus we propose a computational infrastructure for modeling city wide geospatial energy consumption and automating the data analysis process to provide the sustainable environmental policy which require artificial intelligence based geospatial aware comprehensive planning regarding the modification of the energy supply, consumption, activities and infrastructures in cities. Thus end result of the presented research research work is fine-grained energy demand estimation from data sources, decentralized storage facility and automated sustainable planning; investigation of GIS based anthropogenic activities or mobility pattern influencing the wastage of energy resources, the transition from purely structural to operational planning, and, finally, the development of a new dynamic based power market design.",,2017.0,https://openalex.org/W2612820132,openalex,
AI-Integrated IoT Networks for Smart City Traffic Management,John A. Thompson,"The increase in rate of urban population and increasing urban infrastructure complexity have created humongous issues of traffic management. Conventional ways of urban traffic management are not efficient, creating traffic congestion, time delay, and adverse environmental effects. Smart traffic management of a smart city through integration of Artificial Intelligence (AI) and the Internet of Things (IoT) is a paradigm-shift solution to all such issues. This article discusses how AI and IoT networks are converging to design adaptive, dynamic, and intelligent traffic systems. IoT sensors, cameras, and GPS devices capture real-time information, which is analyzed with AI algorithms to forecast traffic flow, optimize traffic flow, and control congestion dynamically. The article describes how AI and IoT technologies work together in making real-time decisions better, improving road safety, and the urban mobility environmental impact. The article is also aware of the largest challenges as infrastructure constraints, data security threats, and scaling solutions to larger numbers in cities. Lastly, the paper examines upcoming trends in smart city traffic management such as the use of autonomous vehicles, predictive traffic, and leveraging 5G networks. The essay ends with a little discussion on the potential value that AI-enabled IoT systems can bring to urban transport system development to become more intelligent, more efficient, and more sustainable.",,2025.0,https://openalex.org/W4409601200,openalex,
AN INSTITUTIONAL DEPLOYMENT FRAMEWORK FOR INTELLIGENT TRANSPORTATION SYSTEMS,Sandi Shih Lin,"Thesis (S.M.)--Massachusetts Institute of Technology, Dept. of Civil and Environmental Engineering, 2003.",,2003.0,https://openalex.org/W2284864106,openalex,
Issues of Strategic Legal Regulation of the Implementation of Digital Technologies in Transport,V. N. Voronin,"Despite the awareness of the importance of digital transformation of highways as the basis for life safety, social and economic development of the country, the issues of technical, legal and financial regulation of the digitalization of the transport complex at the federal and regional levels, a detailed assessment of the impact of digital technologies in transport on social and economic processes in modern Russian society. In the Russian doctrine in recent years, research has been carried out in general on the formation and development of the digital economy in Russia, in which intelligent transport systems are mentioned pointwise and only in general terms without their comprehensive analysis. Based on the assessment of the current state and trends in the development of info-communication transport infrastructure in Russia, foreign experience, potential problems of the implementation of digital technologies in transport in the socioeconomic and legal dimension were identified, specific proposals were formulated on the legal and financial regulation of issues and minimization of the risks of liability for harm in conditions development of information transport systems. The role of the programs “Digital Economy of the Russian Federation” and “Safe and High-Quality Roads” in the development of intelligent transport systems has been analyzed, and as a result, promising areas for the use of unmanned vehicles to improve the quality of life of people, develop entrepreneurship, high-tech industries, and increase the investment attractiveness of Russia have been identified. and strengthening its position in the international arena. The study used the following methodological principles: objectivity; determinism; historicism; integrity; consistency; structure; functionality; hierarchy; pluralism of explanation and understanding of law; comparative studies. The study uses private methods: legal analytics, legislative techniques, legal comparative studies, expert assessments. As the main results of the study, the features of the legal regulation of new and promising relations arising in the digital economy have been identified. This is a strategic legal planning and legal experiment. Taking into account this conclusion, a system of prerequisites for the development of intelligent transport systems was formulated based on the analysis of national programs. The system of prerequisites includes three levels: technological prerequisites, infrastructural and regulatory.",,2021.0,https://openalex.org/W3208788332,openalex,
A New Classification Method of Mine Goaf Ground Activation Considering High-Speed Railway Influence,"Lianwei Ren, Peng-fei He, You-Feng Zou, Zhi-Lin Dun, Zhengsheng Zou, Shuren Wang","With the rapid development of high-speed railways in China, it is inevitable that some of the lines will have to traverse through the mine goaf ground, and there is little research on whether the “activation” of the foundation of the mine goaf ground occurs under the influence of train loads. In order to provide a safe and reliable basis for the construction of high-speed railway in mine goaf ground, a new classification method of mine goaf ground activation is proposed considering the stability and railway influence. First, the stability evaluation system of the mine goaf site is established with 3 primary indexes and 12 secondary indexes. The 47 groups’ data of the mine goaf ground site are collected as learning samples. Five machine learning methods including decision tree, discriminant analysis, support vector machine, and classifier ensemble are used to learn and test the data. The optimal algorithm is selected and the stability evaluation model is established to classify the stability of the mine goaf site. Second, influencing factors of railway are graded to establish an extension comprehensive evaluation model. Finally, based on the above two models, a new classification method of high-speed railway goaf ground activation considering the two factors and five sub-factors is proposed. Through the verification of two engineering examples, the prediction result of this method is “easily activation” and the need to treat the goaf area, and the actual construction is also taken to grouting treatment, proving that the method has certain guiding significance for the project.",,2022.0,https://openalex.org/W4283587345,openalex,
Digital twins in the asset life cycle: are we there yet?,"David Whitmore, Ilias Krystallis, Eleni Papadonikolaki, J.L.C. Ford, Matthew Cleaver, David Alexander","An academic–industry team present the results of research conducted into the current benefits being derived from the use of digital twins across the entire life cycle of an asset. The team reviewed the benefits being derived by the asset-management community, as it is through this that through life productivity and effectiveness benefits will be realised. The team conducted a review of relevant literature, surveyed 122 practitioners and worked with their industry partner and a UK professional body to validate their conclusions. Specifically, (a) the authors examined the current application of digital twins in three industry sectors: process industries, infrastructure (civil engineering) and manufacturing. (b) The authors grouped the data according to role types – namely, professionals working predominantly in design and build and professionals in the operation and maintenance part of the life cycle. As regards the sector results, the responses were found to be contradictory. When controlling by role type, the results are more cohesive. Individuals involved in the operation and maintenance stages consistently indicated that digital twins are not delivering on their promise. The authors present a series of problem statements to define the current state, together with some managerial recommendations, and the authors propose further work to establish detailed guidance for infrastructure sector projects.",,2024.0,https://openalex.org/W4391895793,openalex,
Leveraging AI for Sustainable Freight Transportation: Survey Insights from Moroccan Transport Companies,"Hajar Moumni, Rachid Bannari, Kenza Oufaska","The global freight transportation industry has experienced exponential growth, significantly contributing to economic development. However, this expansion has also led to considerable environmental challenges, particularly due to the sector’s dependence on fossil fuels and inefficient logistical practices, resulting in high carbon emissions, air pollution, noise pollution, and resource depletion. The complex problems facing the freight transportation sector are directly impacting several United Nations Sustainable Development Goals (SDGs), particularly SDG 2, SDG 3, SDG 7, SDG 9, SDG 11, SDG 12, and SDG 13. This study addresses these challenges by first examining the direct contribution of sustainable freight transportation to the United Nations Sustainable Development Goals (SDGs). Building on this foundation, the paper explores the transformative potential of artificial intelligence (AI) to enhance sustainability in freight transportation. Focusing on advanced analytics, predictive modeling, and real-time optimization, AI provides opportunities to improve route planning, energy efficiency, and emission reduction, while supporting more resilient and sustainable logistics systems. The paper introduces a holistic framework, integrating AI seamlessly throughout the entire freight logistics process. To contextualize these insights, an empirical survey was conducted among Moroccan freight transportation companies, highlighting current practices, the perceived effectiveness of AI adoption, and the level of confidence in achieving long-term carbon neutrality targets. Finally, the paper introduces a practical framework for integrating AI into freight transportation systems, aligning technological innovation with sustainability goals, and offering actionable guidance for both industry stakeholders and policymakers.",,2025.0,https://openalex.org/W4416736348,openalex,
"Digitalisation in agriculture: A scoping review of technologies in practice, challenges, and opportunities for smallholder farmers in sub-saharan africa","Dennis Junior Choruma, Tinashe Lindel Dirwai, Munyaradzi Mutenje, Maysoun A. Mustafa, Vimbayi Grace Petrova Chimonyo, Inga Jacobs-Mata, Tafadzwanashe Mabhaudhi","Digitalisation in agriculture is transforming the way farming is practised worldwide, and its potential benefits for smallholder farmers in sub-Saharan Africa (SSA) are particularly promising. Yet, scientific evidence on the digital technologies utilised by smallholder food producers in SSA and the associated challenges still needs improvement. This review attempts to provide a thorough overview of the technologies currently being employed by smallholder farmers in SSA while also exploring the associated challenges and opportunities. Through a systematic literature search, 27 relevant studies were analysed to identify the region-wise current technologies, challenges, and opportunities. Results show that various digital technologies are employed, including digital extension services and digital marketing of agricultural products. These technologies improve access to information and markets and enhance productivity. However, challenges hinder widespread adoption. Limited internet connectivity, low digital literacy, inadequate infrastructure, and affordability issues impede progress. Gender disparities further limit the equitable distribution of digitalisation benefits. Despite these challenges, significant opportunities arise from adopting digital technologies. The potential advantages are market access, better decision-making capabilities, and increased income and livelihoods. Digitalisation offers transformative possibilities for smallholder farmers in SSA. Overcoming barriers such as limited connectivity and low digital literacy is crucial. By harnessing the opportunities digital technologies can offer, the livelihoods of smallholder farmers can be uplifted, contributing to the growth of agriculture in SSA.",,2024.0,https://openalex.org/W4400451879,openalex,
"Bridge safety assessment, maintenance, monitoring, and life-cycle performance","Joan R. Casas, Dan M. Frangopol, José Turmo, Yiannis Tsompanakis","Safety (IABMAS, http://www.iabmas.org)under the auspices of Technical University of Catalunya UPC -BarcelonaTech.The objective of IABMAS is to promote international cooperation in the fields of bridge maintenance, safety, management, life-cycle performance and cost for the purpose of enhancing the welfare of society.The interest of the international bridge engineering community in the fields covered by IABMAS has been confirmed by the significant response to the IABMAS 2022 call for papers.In fact, 616 abstracts were received by the Conference Secretariat, and approximately 53% of them (i.e.324 papers from 40 countries) were selected for final publication as technical papers.The extended versions of eighteen selected papers, presented at IABMAS 2022 are included in this special issue of Structure and Infrastructure Engineering.The study by Chen, Qi and Tang presents details for the design and the construction as well for the structural monitoring of the twin Egongyan Bridge in Chongqing, China.The first bridge with 406 m main span, the world record for the largest span self-anchored suspension bridge, has been maintained until 2020.Then, the new suspension bridge, with the same span length and tower height was completed, parallel and adjacent to the old one.It has also increased the world record for a self-anchored suspension bridge span to 600 m.The paper by Malerba describes the experience gained on bridge vulnerabilities and collapses in Italy.Many",,2024.0,https://openalex.org/W4393159624,openalex,
GIS-Based Site Selection for Check Dams in Watersheds: Considering Geomorphometric and Topo-Hydrological Factors,"Omid Rahmati, Zahra Kalantari, Mahmood Samadi, Evelyn Uuemaa, Davoud Davoudi Moghaddam, Omid Asadi Nalivan, Georgia Destouni, Dieu Tien Bui","Check dams are widely used watershed management measures for reducing flood peak discharge and sediment transport, and increasing lag time and groundwater recharge throughout the world. However, identifying the best suitable sites for check dams within the stream networks of various watersheds remains challenging. This study aimed to develop an open-source software with user-friendly interface for screening the stream network possibilities and identifying and guiding the selection of suitable sites for check dams within watersheds. In this developed site selection software (SSS), multi-criteria decision analysis (MCDA) was integrated into geographic information systems (GIS), which allowed for numerous spatial data of the multiple criteria to be relatively simply and visually processed. Different geomorphometric and topo-hydrological factors were considered and accounted for to enhance the SSS identification of the best locations for check dams. The factors included topographic wetness index (TWI), terrain ruggedness index (TRI), topographic position index (TPI), sediment transport index (STI), stream power index (SPI), slope, drainage density (DD), and stream order (SO). The site identification performance of the SSS was assessed using the receiver operating characteristic (ROC) curve method, with results for the case study example of the Poldokhtar watershed in Iran showing excellent performance and identifying 327 potential sites for efficient check dam construction in this watershed. The SSS tool is not site-specific but is rather general, adaptive, and comprehensive, such that it can and should be further applied and tested across different watersheds and parts of the world.",,2019.0,https://openalex.org/W2979809358,openalex,
Transportation Transformed: A Comprehensive Review of Dynamic Rerouting in Multimodal Networks,Suyash Pratap,"The emergence of dynamic rerouting in multi-modal transportation networks has emerged as a crucial area in operations research, revolutionizing routine optimization. The review study analyzes multiple research publications on algorithms and techniques related to dynamic rerouting to give a thorough summary of the state of research in this field and provide future suggestions. The research paper explains the importance of dynamic rerouting in modern transportation systems and recognizes its critical role in tackling issues like accidents, traffic congestion, and infrastructure constraints. In addition, the review examines the development of dynamic rerouting techniques by examining several studies to uncover the theoretical foundation, technological developments, and effects of the practices on various forms of transportation. The paper emphasizes the potential of technological advancements such as artificial intelligence, the Internet of Things, and big data in transforming routing efficiencies. Further, the review presents specific difficulties and best practices for each mode of transportation, highlighting the many uses of dynamic rerouting in air, sea, rail, and road transportation. The review also digs deeper into the integration barriers common in multi-modal networks, highlighting successful case studies that overcome these obstacles as well as strategic approaches and regulatory modifications. Lastly, the research paper assesses the impact of dynamic rerouting on urban development, sustainability, and potential directions for future research such as the integration of large language models. The comprehensive literature review incorporates multiple research perspectives to offer significant insights into the efficacy, challenges, and potential future pathways for dynamic rerouting within multi-modal transportation networks.",,2023.0,https://openalex.org/W4390305683,openalex,
From Innovation to Integration: The Evolving Role of Carbon Capture and Storage in Global Decarbonization,"Nan Liu, Di Liu, Yuqing Zhan, Q Chen, Yuanting Qiao, Rui Tan","ABSTRACT Carbon capture and storage (CCS) has evolved from a conceptual mitigation option into a cornerstone of global decarbonization strategies. This review provides a comprehensive synthesis of CCS’s technological, intellectual, and institutional evolution, emphasizing its transition from isolated engineering applications to system‐wide integration. Drawing on a bibliometric analysis of more than 19,000 publications (2001–2025) from the Web of Science Core Collection visualized through CiteSpace, we map the global research landscape and reveal the field’s thematic shift from capture and sequestration processes toward integrated approaches that couple CCS with hydrogen, bioenergy, and digital optimization frameworks. Technologically, CCS has advanced through three primary pathways—post‐combustion, pre‐combustion, and oxy–fuel combustion—each with distinct capture mechanisms, energy penalties, and retrofit potentials. At the deployment level, CCS expansion remains geographically uneven: industrialized economies such as China, the United States, and the United Kingdom dominate operational capacity, whereas emerging and developing economies face barriers related to infrastructure, financing, and governance. By integrating bibliometric, technological, and comparative analyses, this review develops a multidimensional framework encompassing policy design, institutional capacity, and deployment structure. The findings highlight that CCS’s future effectiveness depends not only on technological efficiency but also on coordinated governance, cross‐border storage networks, and its alignment with broader innovation ecosystems driving the global net‐zero transition.",,2025.0,https://openalex.org/W4417432185,openalex,
Hierarchical nature of hydrogen-based direct reduction of iron oxides,"Yan Ma, Isnaldi Rodrigues de Souza Filho, Yang Bai, Johannes Schenk, Fabrice Patisson, Arik Beck, Jeroen A. van Bokhoven, Marc‐Georg Willinger, Kejiang Li, Degang Xie, Dirk Ponge, Stefan Zaefferer, Baptiste Gault, Jaber Rezaei Mianroodi, Dierk Raabe","Fossil-free ironmaking is indispensable for reducing massive anthropogenic CO2 emissions in the steel industry. Hydrogen-based direct reduction (HyDR) is among the most attractive solutions for green ironmaking, with high technology readiness. The underlying mechanisms governing this process are characterized by a complex interaction of several chemical (phase transformations), physical (transport), and mechanical (stresses) phenomena. Their interplay leads to rich microstructures, characterized by a hierarchy of defects ranging across several orders of magnitude in length, including vacancies, dislocations, internal interfaces, and free surfaces in the form of cracks and pores. These defects can all act as reaction, nucleation, and diffusion sites, shaping the overall reduction kinetics. A clear understanding of the roles and interactions of these dynamically-evolving nano-/microstructure features is missing. Gaining better insights into these effects could enable improved access to the microstructure-based design of more efficient HyDR methods, with potentially high impact on the urgently needed decarbonization in the steel industry.",,2022.0,https://openalex.org/W4225687730,openalex,
Automatic Bus Fare Collection System using RFID,"Missan Ban, Nabin Singh, Ronash Lamichhane, Samir Ban, Ajaya Shrestha, Anisha Pokhrel","Public transportation systems in developing regions often depend on manual fare collection methods that are inefficient, more prone to human error and vulnerable to fare evasion and revenue leakage. This research implements an Automatic Bus Fare Collection System which uses Radio Frequency Identification (RFID) and Global Positioning System (GPS) technologies to manage these challenges. The objective of this system is to automate fare collection based on real-time passenger tracking and distance traveled, helping in improving passenger experience. The system is built with an ESP32 microcontroller at the center, RFID readers installed at bus entry and exit points and a GPS NEO-6M module for real-time location tracking. A database records details of fare transaction, whereas a web-based interface enables users to manage accounts and view payment history. Integration with the eSewa digital payment gateway facilitates remote balance recharge. The system experimental testing confirmed accurate fare calculation, reduced boarding time, and minimized dependency on conductors. The system also improves security through encrypted communication and user authentication. Identified challenges include misplacement of the RFID card, initial infrastructure costs, and the need to adapt to the user. Despite these, the system shows strong potential as a reliable, scalable and cost-effective alternative to traditional fare collection systems. It sets a practical foundation for the adoption of intelligent transport infrastructure in urban environments, particularly in the context of developing nations.",,2025.0,https://openalex.org/W4414331448,openalex,
Highway Rest Area Truck Parking Occupancy Prediction Using Machine Learning: A Case Study from Poland,"Artur Budzyński, M. Cieśla","Highway rest areas are relevant components of road infrastructure, providing drivers with essential opportunities to rest and mitigate fatigue-related crash risks. Despite their acknowledged importance, little is known about the factors that influence their actual utilization. This study addresses this gap by applying supervised machine learning algorithms to predict hourly occupancy levels of truck parking lots at highway rest areas using a dataset collected from digital monitoring systems in Poland. The dataset includes 10,740 observations and 33 features describing infrastructural, administrative, and locational characteristics of selected rest areas in Poland. Five classification models—Decision Tree, Random Forest, Gradient Boosting, Logistic Regression, and XGBoost—were implemented and compared using standard performance metrics. Gradient Boosting emerged as the best-performing model, achieving the highest prediction accuracy and identifying key features such as the presence of fuel stations, rest area category, and facility amenities as significant predictors of occupancy. The findings highlight the potential of interpretable machine learning methods for supporting infrastructure planning, particularly in identifying underutilized or overburdened facilities. This research demonstrates a data-driven approach for analyzing rest area usage and provides practical insights for optimizing facility distribution, enhancing road safety, and informing future investments in transport infrastructure.",,2025.0,https://openalex.org/W4410454713,openalex,
Self-Driving Vehicles—an Ethical Overview,"Sven Ove Hansson, Matts-Åke Belin, Björn Lundgren","Abstract The introduction of self-driving vehicles gives rise to a large number of ethical issues that go beyond the common, extremely narrow, focus on improbable dilemma-like scenarios. This article provides a broad overview of realistic ethical issues related to self-driving vehicles. Some of the major topics covered are as follows: Strong opinions for and against driverless cars may give rise to severe social and political conflicts. A low tolerance for accidents caused by driverless vehicles may delay the introduction of driverless systems that would substantially reduce the risks. Trade-offs will arise between safety and other requirement on the road traffic system. Over-reliance on the swift collision-avoiding reactions of self-driving vehicles can induce people to take dangerous actions, such as stepping out in front of a car, relying on its fast braking. Children travelling alone can violate safety instructions such as the use of seatbelts. Digital information about routes and destinations can be used to convey commercial and political messages to car users. If fast passage can be bought, then socio-economic segregation of road traffic may result. Terrorists and other criminals can hack into a vehicle and make it crash. They can also use self-driving vehicles for instance to carry bombs to their designed places of detonation or to wreak havoc on a country’s road system.",,2021.0,https://openalex.org/W3190415286,openalex,
Blue Urbanism,"Gabriel Yit Vui Yong, Noor Hasharina Hassan","Coastal cities are most at risk to rising sea levels and increased precipitation. This is however the Climate Change Scenario forecasted for the humid tropical region in the IPCC’s Sixth Assessment report. As standard engineering (grey) solutions are prohibitive in many developing countries due to financial and technical limitations, this paper proposes an adaptive blue approach. It shares insights from Brunei, where the old capital was a city built over water. It also presents findings from a preliminary survey to gauge the public’s views on a set of blue urbanism proposals. The study found positive support for the proposals in general. In particular, there was strong support for: (i) incorporating ‘green’ features into the urban complex; (ii) more public spaces where people could learn about their cultural heritage; and (iii) participation in the life and management of the city. There is however (iv) less enthusiastic response to blue features. The paper discusses viability of the blue urbanism approach vis-à-vis cultural and contextual changes. The insights presented could be useful to other coastal cities in the region.",,2024.0,https://openalex.org/W4393344736,openalex,
Logistics equipment condition monitoring and prediction based on digital twin and machine learning,"Fang Han, Lijun Liu, Junyan Sun","The use of digital twins is becoming a foundation for automation that will improve how industries handle and organize data about both virtual and physical things. It enables analyzing industrial data more seamlessly by merging the Internet of Things (IoT) with Artificial Intelligence (AI) to make sense of it. The growth of online retailers has made it harder for logistics professionals to keep people safe, make sure products are of superior quality, and run smoothly. The most recent advancements of digital twin (DT) have made it easier to create predictive maintenance. Using DT makes it easier to accurately assess equipment status and detect problems before they occur, thereby making the system more reliable. This shift from reactive to preventive operations makes maintenance plans more efficient, reduces disruptions, and boosts the company's profits and competitive advantage. Nevertheless, the research and implementation of Digital Twin (DT) for Predictive Maintenance remains developing, likely due to the incomplete exploration of the function and significance of machine learning (ML) within this context by academics and industry alike. In this paper, a digital twin solution in which the logistics equipment is monitored and continuously maintained through the application of ML algorithms in an IOT environment is proposed. The logistics 2.0-enabled system generates virtual replicas of physical logistics assets, such as forklifts, conveyor belts, automated guided vehicles, cranes, and warehousing robotic, and the digital twins are synchronized in real-time via IoT sensor networks. For anomaly detection, Remaining Unit Life (RUL) prediction, and failure classification, this study utilized Isolation Forest (iForest), Autoencoders, Long Short-Term Memory (LSTM) networks, and Random Forest (RF) machine learning models. The architecture consists of three layers, each of which is connected to the other named the physical layer, including heterogeneous IoT sensors (vibration, temperature, acoustic, and current/voltage, GPS, and load sensors); the digital twin layer, enabling real-time synchronization and simulation; and the ML layer running predictive maintenance and optimization models. Results from the application of the proposed system show a 30-50% reduction in the equipment downtime, 20-40% diminishment in the maintenance cost, longer lifespan for the equipment, and better operational safety.",,2026.0,https://openalex.org/W7134232795,openalex,
Problematic Issues of Goal Setting and Optimization in the Development of the Russian Transport Complex,"В. А. Персианов, Alexey M. Lyalin, Anna Kurbatova, Tatyana N. Eremina","The introductory part of the article shows that modern transport is one of the main conditions for successful solution of urgent social, economic and political problems, including national security of the country.The disintegration of the transport system during the years of market reforms has complicated the management of transport flows and reduced the efficiency of using transport production capacity.Market reforms have significantly changed the working conditions of transport and the distribution of transport between its various types.Transport has lost its organizational and managerial integrity and has ceased to operate as a single production and technological complex.First, this applies to Railways.The load capacity of many railway lines has decreased, the turnover of the car fleet has slowed down, and transportation tariffs have increased.The article attempts to consider several issues related to improving the efficiency of management of the country's transport complex in the context of the transition to the digital economy.Two groups of problematic issues are considered in detail: the first groupgoal setting in projects and programs for the development of transport infrastructure and the organization of transport flows; the second groupoptimization of design and planning solutions for the development of transport by the criterion of minimum costs using economic, mathematical and instrumental research methods.The problematic issues of the first group are proposed to be solved based on the requirements of systematic and proportional development of all elements of the transport complex of the country (region, municipality).Vector algebra is used as a tool for quantitative (digital) estimation to obtain an integral indicator.The calculations consider deviations of the vector of the actual state of the transport complex from the required (target, normative) state not only in size, but also in direction.This allows the developed transport development projects to consider both the requirements of uniformity and proportionality.On the second group of issues, the article reveals the difficulties of objectively digital assessment of design and planning solutions for the development of transport using linear, parametric, stochastic, and other types of programming.The paper shows the disadvantages of a formal and logical approach to optimizing projects and programs for the development of transport complexes based on one (most often-cost) criterion, without taking into account other factors.In the final part of the article, the requirements for state control and goal setting in the field of transport are formulated.",,2021.0,https://openalex.org/W3135509303,openalex,
